,Date,Number Caught,Species
641,2016-07-13 00:00:00,28,menhaden
642,2016-07-16 00:00:00,1,shrimp
643,2016-07-16 00:00:00,1,shrimp
644,2016-07-16 00:00:00,1,hermit crab
645,2016-07-16 00:00:00,1,flatfish
646,2016-07-16 00:00:00,1,flatfish
647,2016-07-16 00:00:00,1,asian shore crab
648,2016-07-16 00:00:00,1,blue crab
649,2016-07-16 00:00:00,1,sea robin
650,2016-07-28 00:00:00,6,silverside
651,2016-07-28 00:00:00,1,sea bass
652,2016-07-28 00:00:00,45,comb jelly
653,2016-07-28 00:00:00,1,blue crab
654,2016-07-28 00:00:00,1,lady crab
655,2016-07-28 00:00:00,2,flatfish
656,2016-07-28 00:00:00,1,snail
657,2016-07-29 00:00:00,2,blue crab
658,2016-07-29 00:00:00,1,mud crab
659,2016-07-29 00:00:00,1,asian shore crab
660,2016-07-29 00:00:00,1,green crab
661,2016-07-29 00:00:00,2,silverside
662,2016-07-29 00:00:00,2,western mosquito fish
663,2016-07-29 00:00:00,10+,amphipod
664,2016-07-29 00:00:00,1,snail
665,2016-07-29 00:00:00,20+,comb jelly
666,2016-08-12 00:00:00,14,silverside
667,2016-08-12 00:00:00,1,porgy
668,2016-08-12 00:00:00,1,flatfish
669,2016-08-12 00:00:00,1,green crab
670,2016-08-12 00:00:00,3,shrimp
671,2016-08-12 00:00:00,2,mussel
672,2016-08-12 00:00:00,1,blue crab
673,2016-08-12 00:00:00,1,unidentified fish
674,2016-08-12 00:00:00,1,cunner
675,2016-08-12 00:00:00,50,comb jelly
676,2016-08-13 00:00:00,11,silverside
677,2016-08-13 00:00:00,5,shrimp
678,2016-08-13 00:00:00,6,snail
679,2016-08-13 00:00:00,1,mussel
680,2016-08-13 00:00:00,1,cunner
681,2016-08-13 00:00:00,1,sea robin
682,2016-08-13 00:00:00,1,porgy
683,2016-08-13 00:00:00,1,pipefish
684,2016-08-13 00:00:00,1,lady crab
685,2016-08-13 00:00:00,1,blue crab
686,2016-08-13 00:00:00,1,flatfish
687,2016-08-13 00:00:00,1,northern kingfish
688,2016-08-13 00:00:00,25,comb jelly
689,2016-08-13 00:00:00,10,sea bass
690,2016-08-13 00:00:00,2,porgy
691,2016-08-13 00:00:00,50,comb jelly
692,2016-09-18 00:00:00,2,sea bass
693,2016-09-18 00:00:00,1,cunner
694,2016-09-18 00:00:00,3,porgy
695,2016-09-18 00:00:00,7,silverside
696,2016-09-18 00:00:00,1,silver perch
697,2016-09-18 00:00:00,6,menhaden
698,2016-09-18 00:00:00,1,tautog
699,2016-09-18 00:00:00,1,striped bass
700,2016-09-18 00:00:00,Too Many To Count,comb jelly
701,2016-09-18 00:00:00,Did Not Count,asian shore crab
702,2016-09-18 00:00:00,1,blue crab
703,2016-09-18 00:00:00,22,silverside
704,2016-09-18 00:00:00,1,seaboard goby
705,2016-09-18 00:00:00,1,spider crab
706,2016-09-18 00:00:00,1,snail
707,2016-09-18 00:00:00,Too Many To Count,comb jelly
708,2016-09-18 00:00:00,2,oyster toadfish
709,2016-09-18 00:00:00,4,sea bass
710,2016-09-18 00:00:00,2,striped bass
711,2016-09-19 00:00:00,1,striped bass
712,2016-09-19 00:00:00,1,sea robin
713,2016-09-19 00:00:00,12,anchovy
714,2016-09-19 00:00:00,21,silverside
715,2016-09-19 00:00:00,32,menhaden
716,2016-09-19 00:00:00,4,green crab
717,2016-09-19 00:00:00,3,shrimp
718,2016-09-19 00:00:00,2,blue crab
719,2016-09-19 00:00:00,Too Many To Count,comb jelly
720,2016-09-19 00:00:00,23,snail
721,2016-09-19 00:00:00,1,american eel
722,2016-09-19 00:00:00,63,snail
723,2016-09-19 00:00:00,1,snail
724,2016-09-19 00:00:00,1,asian shore crab
725,2016-09-19 00:00:00,1,red beard sponge
726,2016-09-19 00:00:00,Too Many To Count,oyster
727,2016-09-19 00:00:00,1,sea bass
728,2016-09-19 00:00:00,1,porgy
729,2016-09-19 00:00:00,1,spider crab
730,2016-09-19 00:00:00,Too Many To Count,comb jelly
731,2016-09-19 00:00:00,3,sea bass
732,2016-09-19 00:00:00,2,shrimp
733,2016-09-19 00:00:00,2,black fingered mud crab
734,2016-09-19 00:00:00,Too Many To Count,tunicates
735,2016-09-19 00:00:00,Too Many To Count,tunicates
736,2016-09-19 00:00:00,1,sandworm
737,2016-09-19 00:00:00,Too Many To Count,amphipod
738,2016-09-19 00:00:00,1,blue crab
739,2016-09-19 00:00:00,1,naked goby
740,2016-09-19 00:00:00,1,cunner
741,2016-09-19 00:00:00,21,silverside
742,2016-09-19 00:00:00,2,northern kingfish
743,2016-09-19 00:00:00,3,anchovy
744,2016-09-19 00:00:00,1,mole crab
745,2016-09-19 00:00:00,Too Many To Count,comb jelly
746,2016-09-25 00:00:00,4,snail
747,2016-09-25 00:00:00,1,cunner
748,2016-09-25 00:00:00,Too Many To Count,comb jelly
749,2016-09-25 00:00:00,1,anchovy
750,2016-09-25 00:00:00,10,silverside
751,2016-09-25 00:00:00,2,mussel
752,2016-09-25 00:00:00,2,asian shore crab
753,2016-09-25 00:00:00,1,mud crab
754,2016-09-25 00:00:00,1,blue crab
755,2016-09-25 00:00:00,1,flatfish
756,2017-06-03 00:00:00,TMTC,comb jelly
757,2017-06-03 00:00:00,1,menhaden
758,2017-06-03 00:00:00,14,herring
759,2017-06-03 00:00:00,1,american shad
760,2017-06-03 00:00:00,1,striped bass
761,2017-06-03 00:00:00,2,shrimp
762,2017-06-03 00:00:00,3,snail
763,2017-06-03 00:00:00,1,snail
764,2017-06-03 00:00:00,1,blue crab
765,2017-06-03 00:00:00,2,asian shore crab
766,2017-06-03 00:00:00,unknown,snail
767,2017-06-09 00:00:00,38,herring
768,2017-06-09 00:00:00,20,comb jelly
769,2017-06-09 00:00:00,1,striped bass
770,2017-06-09 00:00:00,1,anchovy
771,2017-06-09 00:00:00,2,pipefish
772,2017-06-09 00:00:00,16,shrimp
773,2017-06-09 00:00:00,1,asian shore crab
774,2017-06-09 00:00:00,1,shrimp
775,2017-06-09 00:00:00,2,snail
776,2017-06-10 00:00:00,5,herring
777,2017-06-10 00:00:00,1,pipefish
778,2017-06-10 00:00:00,2?,blue crab
779,2017-06-10 00:00:00,3,asian shore crab
780,2017-06-10 00:00:00,2,shrimp
781,2017-06-10 00:00:00,7,shrimp
782,2017-06-10 00:00:00,6,snail
783,2017-06-10 00:00:00,7,snail
784,2017-06-10 00:00:00,2,mussel
785,2017-06-10 00:00:00,1,jellyfish
786,2017-06-10 00:00:00,TMTC,comb jelly
787,2017-06-10 00:00:00,TMTC,tunicates
788,2017-06-10 00:00:00,1,sandworm
789,2017-06-18 00:00:00,20 +,comb jelly
790,2017-06-18 00:00:00,23,herring
791,2017-06-18 00:00:00,2,snail
792,2017-06-18 00:00:00,1,lady crab
793,2017-06-18 00:00:00,1,shrimp
794,2017-06-18 00:00:00,2,asian shore crab
795,2017-06-18 00:00:00,1,shrimp
796,2017-06-18 00:00:00,1,jellyfish
797,2017-06-25 00:00:00,25,shrimp
798,2017-06-25 00:00:00,2,flatfish
799,2017-06-25 00:00:00,5,comb jelly
800,2017-06-25 00:00:00,1,mud crab
801,2017-06-25 00:00:00,1,blue crab
802,2017-06-25 00:00:00,1,herring
803,2017-07-06 00:00:00,TMTC,comb jelly
804,2017-07-06 00:00:00,1,oyster toadfish
805,2017-07-06 00:00:00,1,tautog
806,2017-07-06 00:00:00,4,herring
807,2017-07-06 00:00:00,3,snail
808,2017-07-06 00:00:00,2,snail
809,2017-07-06 00:00:00,1,menhaden
810,2017-07-06 00:00:00,1,shrimp
811,2017-07-15 00:00:00,5,herring
812,2017-07-15 00:00:00,1,blue crab
813,2017-07-15 00:00:00,TMTC,comb jelly
814,2017-07-15 00:00:00,2,shrimp
815,2017-07-15 00:00:00,2,jellyfish
816,2017-07-15 00:00:00,1,bluefish
817,2017-07-15 00:00:00,5,silverside
818,2017-07-15 00:00:00,,american eel
819,2017-07-15 00:00:00,,tautog
820,2017-07-15 00:00:00,,sea bass
821,2017-07-15 00:00:00,,cunner
822,2017-07-15 00:00:00,1 colony,tunicates
823,2017-07-15 00:00:00,1,tunicates
824,2017-07-15 00:00:00,5,striped bass
825,2017-07-19 00:00:00,5,blue crab
826,2017-07-19 00:00:00,4,silverside
827,2017-07-19 00:00:00,1,asian shore crab
828,2017-07-19 00:00:00,9,striped bass
829,2017-07-19 00:00:00,1,flatfish
830,2017-07-19 00:00:00,8 +,snail
831,2017-07-19 00:00:00,1,mussel
832,2017-07-19 00:00:00,50+,comb jelly
833,2017-07-19 00:00:00,2,jellyfish
834,2017-07-19 00:00:00,1,atlantic tomcod
835,2017-07-19 00:00:00,3,shrimp
836,2017-07-19 00:00:00,1,shrimp
837,2017-07-19 00:00:00,1,sandworm
838,2017-07-19 00:00:00,2,snail
839,2017-07-22 00:00:00,2,blue crab
840,2017-07-22 00:00:00,1,asian shore crab
841,2017-07-22 00:00:00,1,striped bass
842,2017-07-22 00:00:00,8,herring
843,2017-07-22 00:00:00,1,flatfish
844,2017-07-22 00:00:00,2,silverside
845,2017-07-22 00:00:00,2,shrimp
846,2017-07-22 00:00:00,1,shrimp
847,2017-08-02 00:00:00,1,blue crab
848,2017-08-02 00:00:00,9,striped bass
849,2017-08-02 00:00:00,2,silverside
850,2017-08-02 00:00:00,TMTC,comb jelly
851,2017-08-02 00:00:00,12,jellyfish
852,2017-08-05 00:00:00,4,tautog
853,2017-08-05 00:00:00,1,cunner
854,2017-08-05 00:00:00,4,flatfish
855,2017-08-05 00:00:00,34,herring
856,2017-08-05 00:00:00,1,herring
857,2017-08-05 00:00:00,1,northern kingfish
858,2017-08-05 00:00:00,1,pipefish
859,2017-08-05 00:00:00,2,blue crab
860,2017-08-05 00:00:00,3,shrimp
861,2017-08-05 00:00:00,1,shrimp
862,2017-08-05 00:00:00,7,striped bass
863,2017-08-05 00:00:00,3,jellyfish
864,2017-08-05 00:00:00,TMTC,comb jelly
865,2017-08-05 00:00:00,43,oyster
866,2017-08-05 00:00:00,8,clams
867,2017-08-20 00:00:00,1,tautog
868,2017-08-20 00:00:00,8,striped bass
869,2017-08-20 00:00:00,1,menhaden
870,2017-08-20 00:00:00,16,silverside
871,2017-08-20 00:00:00,6,silver perch
872,2017-08-20 00:00:00,1,flatfish
873,2017-08-20 00:00:00,10,herring
874,2017-08-20 00:00:00,2,shrimp
875,2017-08-20 00:00:00,1,shrimp
876,2017-08-20 00:00:00,3,mud crab
877,2017-08-20 00:00:00,1,hermit crab
878,2017-08-20 00:00:00,4,asian shore crab
879,2017-08-20 00:00:00,2,blue crab
880,2017-08-20 00:00:00,5,snail
881,2017-08-20 00:00:00,2,snail
882,2017-08-20 00:00:00,7,comb jelly
883,2017-08-20 00:00:00,1,jellyfish
884,2017-09-17 00:00:00,6,silverside
885,2017-09-17 00:00:00,1,spotted whiff
886,2017-09-17 00:00:00,1,striped bass
887,2017-09-17 00:00:00,5,blue crab
888,2017-09-17 00:00:00,1,lady crab
889,2017-09-17 00:00:00,12,asian shore crab
890,2017-09-17 00:00:00,1,silverside
891,2017-09-17 00:00:00,1,grubby
892,2017-09-17 00:00:00,TMTC,comb jelly
893,2017-09-17 00:00:00,2,shrimp
894,2017-10-07 00:00:00,TMTC,comb jelly
895,2017-10-07 00:00:00,14,asian shore crab
896,2017-10-07 00:00:00,4,snail
897,2017-10-07 00:00:00,9,snail
