site_id,url,st,contact,agencies,latitude,longitude,count,geomean,maximum,minimum,id,location_id,site_name,sample_date,specimen_count,specimen_count_int,temperature,salinity,chlorophyll,turbidity,oxygen,rain_day_of,rain_prior_day,rain_2_days_prior,rain_3_days_prior,rain_3_day_total,rain_4_days_prior,rain_5_days_prior,rain_5_day_total,site_type
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2912,53.5E,Cold Spring Harbor,7/17/2011 0:00,10,10,80.1,0.1,3.2,-99,-99,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2911,53.5E,Cold Spring Harbor,6/29/2011 0:00,21,21,75.8,0.1,4.5,27,90,0.5,0,0,0,0.5,-99,-99,0.5,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2910,53.5E,Cold Spring Harbor,5/18/2011 0:00,26,26,-99,-99,-99,-99,-99,0.9,0.8,0.1,0.3,2.1,-99,-99,2.1,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2909,53.5E,Cold Spring Harbor,10/14/2010 0:00,33,33,61.6,0.1,3.6,34,82,0,0,0.3,0.1,0.4,-99,-99,0.4,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2908,53.5E,Cold Spring Harbor,9/13/2010 0:00,13,13,74.4,1.1,5.4,19,83,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2907,53.5E,Cold Spring Harbor,8/19/2010 0:00,6,6,82.6,1.5,10.6,35,121,0,0,0,1,1,-99,-99,1,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2906,53.5E,Cold Spring Harbor,7/20/2010 0:00,184,184,82.2,1.5,2.4,34,84,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2905,53.5E,Cold Spring Harbor,6/17/2010 0:00,26,26,70.9,0.6,5,77,84,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2904,53.5E,Cold Spring Harbor,5/23/2010 0:00,12,12,64.1,0.3,6.5,56,101,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2903,53.5E,Cold Spring Harbor,10/21/2009 0:00,11,11,58.5,0.2,2.3,32,88,0,0,0,0.2,0.2,-99,-99,0.2,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2902,53.5E,Cold Spring Harbor,9/16/2009 0:00,25,25,73.7,1.3,2.1,22,81,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2901,53.5E,Cold Spring Harbor,8/22/2009 0:00,12,12,79.4,0.1,2.7,25,77,0.3,0.3,0,0,0.6,-99,-99,0.6,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2900,53.5E,Cold Spring Harbor,7/30/2009 0:00,15,15,77.2,0.1,2.8,24,89,0,0.3,0,0.2,0.5,-99,-99,0.5,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2899,53.5E,Cold Spring Harbor,6/9/2009 0:00,78,78,-99,-99,-99,-99,-99,0.9,0,0,0,0.9,-99,-99,0.9,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2898,53.5E,Cold Spring Harbor,5/14/2009 0:00,6,6,58.9,0.1,7.5,34,107,0.1,0,0,0,0.1,-99,-99,0.1,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2897,53.5E,Cold Spring Harbor,10/22/2008 0:00,14,14,60.8,1.7,1.8,27,88,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2896,53.5E,Cold Spring Harbor,9/20/2008 0:00,2,2,-99,-99,-99,-99,-99,0,0,0,0,0,-99,-99,0,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2895,53.5E,Cold Spring Harbor,8/6/2008 0:00,1,1,-99,-99,-99,-99,-99,0.3,0,0,0,0.3,-99,-99,0.3,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2894,53.5E,Cold Spring Harbor,7/16/2008 0:00,1,1,78,0.4,2.2,21,94,0,0,0.6,0,0.6,-99,-99,0.6,Hudson
53.5E,https://www.riverkeeper.org/water-quality/hudson-river/orange-putnam/cold-spring-harbor/,fw,,Putnam County Dept. of Health: 845-278-6558 and NYSDEC Region 3: 914-428-2505 ,41.41543,-73.96132,59,11,184,1,2893,53.5E,Cold Spring Harbor,6/17/2008 0:00,19,19,-99,-99,-99,-99,-99,0,0.2,0,0.1,0.3,-99,-99,0.3,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5434,124W,Coxsackie Waterfront Park,10/19/2017 0:00,11,11,63.4,0.1,10.8,11.5,94.7,0,0,0,0.01,0.01,0.26,0,0.27,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5360,124W,Coxsackie Waterfront Park,9/14/2017 0:00,26,26,68.7,0.1,24.5,16.5,103.7,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5286,124W,Coxsackie Waterfront Park,8/17/2017 0:00,55,55,76.5,0.1,5.6,11.8,90.9,0,0,0.03,0,0.03,0.01,0.39,0.43,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5212,124W,Coxsackie Waterfront Park,7/13/2017 0:00,44,44,75.8,0.1,1,36.3,92.3,0.15,0.06,0.06,0,0.27,0.01,0.35,0.63,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5138,124W,Coxsackie Waterfront Park,6/15/2017 0:00,9,9,71,0.1,2.6,12.6,98.3,0,0,0.02,0,0.02,0,0,0.02,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,5064,124W,Coxsackie Waterfront Park,5/18/2017 0:00,15,15,60.7,0.1,1.5,32.4,107.4,0,0,0,0.25,0.25,0.44,0.22,0.91,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4412,124W,Coxsackie Waterfront Park,10/18/2016 0:00,9,9,62.2,0.1,4.6,40,94,0,0,0,0,0,0,0.1,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4411,124W,Coxsackie Waterfront Park,9/17/2016 0:00,37,37,74.1,0.1,4,-99,86,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4410,124W,Coxsackie Waterfront Park,8/18/2016 0:00,34,34,81.3,0.1,1.3,36,82,0,0,0.2,0,0.2,0,0.6,0.8,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4409,124W,Coxsackie Waterfront Park,7/16/2016 0:00,15,15,79.7,0.1,10.8,15,92,0,0.1,0.1,0,0.2,0,0,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4408,124W,Coxsackie Waterfront Park,6/18/2016 0:00,248,248,71.8,0.1,3.1,30,100,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4407,124W,Coxsackie Waterfront Park,5/23/2016 0:00,5,5,61.6,0.1,0.7,25,101,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4406,124W,Coxsackie Waterfront Park,10/15/2015 0:00,12,12,60.3,0.2,10.1,20,96,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4405,124W,Coxsackie Waterfront Park,9/14/2015 0:00,39,39,76.3,0.1,4.2,13,86,0,0.9,1.2,0.1,2.2,0.4,0.1,2.7,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4404,124W,Coxsackie Waterfront Park,8/15/2015 0:00,6,6,78.3,0.1,5.7,14,101,0.3,0.3,0,0,0.6,1.3,0,1.9,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4403,124W,Coxsackie Waterfront Park,7/11/2015 0:00,140,140,74.2,0.1,2.9,19,95,0,0,1.2,0,1.2,0.5,0,1.7,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4402,124W,Coxsackie Waterfront Park,6/13/2015 0:00,5,5,72,0.1,11,10,102,0,1.3,0,0,1.3,0.6,1,2.9,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4401,124W,Coxsackie Waterfront Park,5/14/2015 0:00,3,3,68.6,0.1,2.2,19,-99,0,0,0.1,0,0.1,0,0,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4400,124W,Coxsackie Waterfront Park,10/16/2014 0:00,33,33,64.2,0.2,13.9,56,110,0.3,0.1,0,0,0.4,0,0,0.4,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4399,124W,Coxsackie Waterfront Park,9/10/2014 0:00,9,9,75.9,0.1,1.3,32,120,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4398,124W,Coxsackie Waterfront Park,8/14/2014 0:00,22,22,76.2,0.1,6,18,100,0,0.1,0,0,0.1,0,0,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4397,124W,Coxsackie Waterfront Park,7/10/2014 0:00,17,17,78.5,0.1,1.8,23,97,0,1.7,0.4,0.3,2.4,0,0,2.4,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4396,124W,Coxsackie Waterfront Park,6/15/2014 0:00,921,921,69.8,0.1,0,72,104,0,0.5,0.5,0.1,1.1,0.3,0,1.4,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4395,124W,Coxsackie Waterfront Park,5/15/2014 0:00,31,31,62.2,0.1,1.7,14,99,0,0.1,0,0,0.1,0,0.1,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4394,124W,Coxsackie Waterfront Park,10/21/2013 0:00,14,14,60.6,0.1,7.1,160,96,0,0,0,0.2,0.2,0,0,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4393,124W,Coxsackie Waterfront Park,9/21/2013 0:00,6,6,68.6,0.1,7.5,55,97,0,0,0,0,0,0,0.1,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4392,124W,Coxsackie Waterfront Park,8/19/2013 0:00,6,6,74.6,0.1,1.8,111,89,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4391,124W,Coxsackie Waterfront Park,7/21/2013 0:00,27,27,83.8,0.1,1.1,25,96,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4390,124W,Coxsackie Waterfront Park,6/24/2013 0:00,67,67,74.1,0.1,1.5,25,103,0,0,0,0,0,0,0,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4389,124W,Coxsackie Waterfront Park,6/4/2013 0:00,89,89,69.4,0.1,0.9,26,94,0,0,1.1,0.1,1.2,0,0.1,1.3,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4388,124W,Coxsackie Waterfront Park,10/15/2012 0:00,10,10,58.7,0.1,3.1,54,97,0,0.5,0,0.1,0.6,-99,-99,0.6,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4387,124W,Coxsackie Waterfront Park,9/15/2012 0:00,11,11,73.8,0.1,3,67,95,0.1,0,0,0,0.1,-99,-99,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4386,124W,Coxsackie Waterfront Park,8/18/2012 0:00,15,15,-99,-99,-99,-99,-99,0,0.1,0,0.2,0.3,-99,-99,0.3,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4385,124W,Coxsackie Waterfront Park,7/21/2012 0:00,9,9,82.3,0.2,5.7,11,111,0,0,0,0.2,0.2,-99,-99,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4384,124W,Coxsackie Waterfront Park,6/16/2012 0:00,16,16,72.9,0.1,1.6,15,97,0,0,0,0.2,0.2,-99,-99,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4383,124W,Coxsackie Waterfront Park,5/20/2012 0:00,49,49,65.4,0.1,1.9,22,98,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4382,124W,Coxsackie Waterfront Park,10/16/2011 0:00,2420,2420,62.1,0.1,0.5,53,96,0,0.1,1.1,0.3,1.5,-99,-99,1.5,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4381,124W,Coxsackie Waterfront Park,9/19/2011 0:00,28,28,67.2,0.1,0.8,64,98,0,0,0,0.1,0.1,-99,-99,0.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4380,124W,Coxsackie Waterfront Park,8/21/2011 0:00,<1,1,77.3,0.1,8.6,45,110,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4379,124W,Coxsackie Waterfront Park,7/14/2011 0:00,13,13,79.6,0.1,8.7,12,110,0,0.3,0,0,0.3,-99,-99,0.3,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4378,124W,Coxsackie Waterfront Park,7/2/2011 0:00,47,47,72.7,0.1,0.8,18,-99,0,0,1,1.1,2.1,-99,-99,2.1,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4377,124W,Coxsackie Waterfront Park,5/19/2011 0:00,378,378,-99,-99,-99,-99,-99,0.8,0.2,0.1,0.5,1.6,-99,-99,1.6,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4376,124W,Coxsackie Waterfront Park,10/16/2010 0:00,96,96,55.7,0.1,1.6,21,96,0,1,0.3,0,1.3,-99,-99,1.3,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4375,124W,Coxsackie Waterfront Park,9/14/2010 0:00,42,42,72.1,0.1,16.8,25,102,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4374,124W,Coxsackie Waterfront Park,8/21/2010 0:00,2,2,78.3,0.1,7.9,-99,111,0,0.1,0.1,0,0.2,-99,-99,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4373,124W,Coxsackie Waterfront Park,7/19/2010 0:00,3,3,83.1,0.1,11.7,9,105,0,0.2,0.5,0,0.7,-99,-99,0.7,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4372,124W,Coxsackie Waterfront Park,6/18/2010 0:00,12,12,72.8,0.1,24.4,29,118,0,0,0.2,0,0.2,-99,-99,0.2,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4371,124W,Coxsackie Waterfront Park,5/25/2010 0:00,19,19,67.5,0.1,3.7,312,114,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4370,124W,Coxsackie Waterfront Park,10/23/2009 0:00,9,9,50.5,0.1,1,37,93,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4369,124W,Coxsackie Waterfront Park,9/17/2009 0:00,12,12,69.5,0.1,25.5,60,112,0,0,0,0,0,-99,-99,0,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4368,124W,Coxsackie Waterfront Park,8/24/2009 0:00,1733,1733,79.8,0.1,8.9,74,98,0,0.3,1,1.5,2.8,-99,-99,2.8,Hudson
124W,https://www.riverkeeper.org/water-quality/hudson-river/greene-columbia/coxsackie-waterfront-park/,fw,,Greene County Dept. of Health: 518-719-3600 and NYSDEC Region 4: 518-537-2045,42.35332,-73.79511,59,23,2420,1,4367,124W,Coxsackie Waterfront Park,7/31/2009 0:00,345,345,76.1,0.1,5.3,18,90,0.6,0.3,1,0,1.9,-99,-99,1.9,Hudson
